語言,檔案路徑,問題類型,可疑內容
es,D:\xian-shang-you-wei\backend\frontend\tools\es\patent-cost.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\patent-cost.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\patent-cost.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\patent-cost.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\payday-loan-cost.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\payday-loan-cost.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\payroll-tax.html,input-prefix貨幣符號可能不符語言,£
es,D:\xian-shang-you-wei\backend\frontend\tools\es\pb-ratio.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\pb-ratio.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\personal-loan-calc.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\pivot-point.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\pivot-point.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\pivot-point.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\position-size.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\position-size.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\position-size.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\premium-vs-hdhp.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\premium-vs-hdhp.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\premium-vs-hdhp.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\premium-vs-hdhp.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\premium-vs-hdhp.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\premium-vs-hdhp.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\premium-vs-hdhp.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\premium-vs-hdhp.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\premium-vs-hdhp.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\present-value.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\pricing-calculator.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\pricing-calculator.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\property-tax.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\property-tax.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\property-tax.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\refinance-break-even.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\refinance-break-even.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\rehab-cost-estimator.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\renovation-cost.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\rental-income-tax.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\rental-income-tax.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\rental-income-tax.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\rental-income-tax.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\rental-income-tax.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\rental-income-tax.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\rental-income-tax.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\rental-income-tax.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\rental-income-tax.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\rental-income-tax.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\renters-insurance.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\renters-insurance.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\renters-insurance.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\required-minimum-dist.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\retirement-income-need.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\roas-calculator.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\roas-calculator.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\roth-vs-traditional.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\roth-vs-traditional.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\roth-vs-traditional.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\runway-calculator.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\runway-calculator.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\saas-ltv-cac.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\saas-ltv-cac.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\sales-commission.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\sales-commission.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\sales-commission.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\severance-calculator.html,input-prefix貨幣符號可能不符語言,NT$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\severance-calculator.html,input-prefix貨幣符號可能不符語言,NT$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\shopee-profit.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\shopee-profit.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\shopee-profit.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\solar-roi.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\solar-roi.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\solar-roi.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\stamp-duty.html,input-prefix貨幣符號可能不符語言,£
es,D:\xian-shang-you-wei\backend\frontend\tools\es\startup-cost-estimator.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\startup-cost-estimator.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\stock-gain-loss.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\stock-gain-loss.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\stock-gain-loss.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\stop-loss.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\stop-loss.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\student-loan-refi.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\student-loan-refi.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\support-resistance.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\support-resistance.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\support-resistance.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\surgery-cost-estimator.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\take-home-pay.html,input-prefix貨幣符號可能不符語言,£
es,D:\xian-shang-you-wei\backend\frontend\tools\es\take-home-pay.html,input-prefix貨幣符號可能不符語言,£
es,D:\xian-shang-you-wei\backend\frontend\tools\es\therapy-cost-calc.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\therapy-cost-calc.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\therapy-cost-calc.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\tip-calculator.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\trademark-fee.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\trademark-fee.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\trading-fee.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\trip-fuel.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\tuition-cost.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\tuition-cost.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\tuition-cost.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\valuation-calculator.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\valuation-calculator.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\withdrawal-rate.html,input-prefix貨幣符號可能不符語言,$
es,D:\xian-shang-you-wei\backend\frontend\tools\es\youtube-revenue.html,input-prefix貨幣符號可能不符語言,$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\0-percent-financing.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\0-percent-financing.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\401k-contribution.html,input-prefix貨幣符號可能不符語言,$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\401k-contribution.html,input-prefix貨幣符號可能不符語言,$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\alimony-calculator.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\alimony-calculator.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\amazon-profit.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\amazon-profit.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\amazon-profit.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\annual-leave.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\annuity-calculator.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\annuity-income.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\appliance-energy.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\apr-calculator.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\apr-calculator.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\apr-calculator.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\asset-allocation.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\atr-calculator.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\atr-calculator.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\atr-calculator.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\average-down.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\average-down.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\average-down.html,input-prefix貨幣符號可能不符語言,$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\balloon-payment.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\balloon-payment.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\bollinger-bands.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\bolt-torque.html,輸入標籤疑似未翻譯(常見英文字),Força de Tensão (F)
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\bond-yield.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\bond-yield.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\bonus-tax.html,input-prefix貨幣符號可能不符語言,£
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\break-even-units.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\break-even-units.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\break-even-units.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\break-even.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\break-even.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\break-even.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\burn-rate-calculator.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\burn-rate-calculator.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\burn-rate-calculator.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\business-exit-value.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\business-insurance.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\business-loan-calc.html,input-prefix貨幣符號可能不符語言,R$
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\caffeine-calculator.html,輸入標籤疑似未翻譯(常見英文字),Força do Café (mg por xícara)
pt,D:\xian-shang-you-wei\backend\frontend\tools\pt\caffeine-calculator.html,輸入標籤疑似未翻譯(常見英文字),Força do Chá (mg por xícara)
